Job Title,Rating,Average Salary,State
analyst,4.2,82.5,IL
analyst,3.6,82.5,IL
other,3.2,82.5,IL
other,3.4,82.5,IL
analyst,4.9,82.5,IL
data engineer,2.9,82.5,IL
other,4.1,106.5,IL
data engineer,3.9,106.5,IL
other,3.5,106.5,IL
data engineer,4.1,106.5,IL
other,3.3,106.5,IL
other,3.9,106.5,IL
analyst,3.3,106.5,IL
data scientist,3.4,106.5,IL
data engineer,2.4,106.5,IL
other,3.4,106.5,IL
analyst,3.3,106.5,IL
analyst,3.0,106.5,IL
data engineer,5.0,106.5,IL
data engineer,5.0,106.5,IL
analyst,5.0,106.5,IL
data engineer,3.2,106.5,IL
researcher,1.0,106.5,IL
analyst,3.9,106.5,IL
data engineer,3.7,106.5,IL
other,3.4,106.5,IL
data engineer,2.9,106.5,IL
data engineer,3.8,106.5,IL
data scientist,4.6,106.5,IL
other,3.2,106.5,IL
data engineer,5.0,106.5,IL
data engineer,3.9,106.5,IL
analyst,4.5,106.5,IL
analyst,2.9,64.5,IL
data engineer,3.5,64.5,IL
data scientist,2.7,64.5,IL
analyst,3.5,64.5,IL
analyst,2.2,64.5,IL
manager,3.7,64.5,IL
other,3.7,132.5,TX
data scientist,3.5,132.5,TX
data scientist,3.3,132.5,TX
data scientist,4.9,132.5,TX
data engineer,3.9,132.5,TX
data scientist,2.2,132.5,TX
data scientist,3.9,132.5,TX
data scientist,4.2,132.5,TX
data scientist,3.4,132.5,TX
data scientist,3.4,132.5,TX
data scientist,3.7,132.5,TX
data scientist,3.8,132.5,TX
data scientist,3.3,132.5,TX
data engineer,3.2,132.5,TX
analyst,4.1,132.5,TX
data scientist,3.4,132.5,TX
data scientist,4.9,132.5,TX
data scientist,3.7,132.5,TX
other,4.0,132.5,TX
data scientist,2.9,132.5,TX
analyst,3.2,132.5,TX
data scientist,3.5,132.5,TX
data scientist,3.7,132.5,TX
data scientist,4.4,132.5,TX
data scientist,3.4,132.5,TX
other,4.1,132.5,TX
data engineer,3.3,132.5,TX
other,3.6,63.0,TX
data scientist,3.1,63.0,TX
data engineer,4.1,63.0,TX
data scientist,3.9,63.0,TX
data scientist,3.8,63.0,TX
other,3.6,63.0,TX
analyst,3.0,63.0,TX
analyst,3.9,63.0,TX
data scientist,3.2,63.0,TX
data scientist,3.4,63.0,TX
data scientist,3.1,63.0,TX
data scientist,3.6,63.0,TX
analyst,3.5,63.0,TX
analyst,4.8,63.0,TX
data scientist,5.0,63.0,TX
analyst,4.3,63.0,TX
analyst,2.8,63.0,TX
analyst,3.1,63.0,TX
data engineer,2.5,63.0,TX
data scientist,3.7,63.0,TX
data scientist,3.7,63.0,TX
data engineer,3.8,63.0,TX
analyst,2.5,63.0,TX
data scientist,3.6,63.0,TX
analyst,3.5,63.0,TX
data scientist,3.7,63.0,TX
analyst,3.9,63.0,TX
data scientist,3.4,53.5,TX
data engineer,4.9,53.5,TX
analyst,4.0,53.5,TX
analyst,4.9,53.5,TX
data scientist,3.9,53.5,TX
data scientist,3.7,53.5,TX
analyst,4.2,53.5,TX
other,3.8,53.5,TX
other,3.7,53.5,TX
analyst,2.4,53.5,TX
data engineer,4.0,53.5,TX
other,3.3,53.5,TX
analyst,3.2,53.5,TX
analyst,3.2,53.5,TX
other,3.6,53.5,TX
analyst,2.5,53.5,TX
analyst,3.2,53.5,TX
other,2.8,53.5,TX
analyst,5.0,53.5,TX
other,3.9,53.5,TX
other,3.3,53.5,TX
other,3.5,53.5,TX
data engineer,3.2,53.5,TX
other,4.0,53.5,TX
other,2.7,53.5,TX
other,3.5,86.0,TX
data scientist,3.0,86.0,TX
data scientist,4.3,86.0,TX
analyst,3.7,86.0,TX
other,3.6,86.0,TX
analyst,2.7,86.0,TX
analyst,3.3,86.0,TX
analyst,4.1,86.0,TX
analyst,4.5,86.0,TX
data engineer,3.9,86.0,TX
analyst,3.6,86.0,TX
machine learning engineer,3.8,86.0,TX
analyst,3.6,86.0,TX
other,4.1,86.0,TX
manager,3.5,86.0,TX
analyst,3.6,86.0,TX
other,4.9,86.0,TX
other,3.3,86.0,TX
other,3.6,86.0,TX
other,4.6,86.0,TX
other,2.7,86.0,TX
analyst,4.6,86.0,TX
data engineer,3.4,86.0,TX
other,4.0,86.0,TX
other,4.2,86.0,TX
other,3.4,86.0,TX
other,3.7,86.0,TX
analyst,2.8,86.0,TX
data scientist,2.4,129.0,TX
other,3.9,129.0,TX
other,3.0,129.0,TX
analyst,2.9,129.0,TX
analyst,1.0,129.0,TX
other,3.3,129.0,TX
data scientist,3.6,129.0,TX
data engineer,2.7,129.0,TX
other,4.1,129.0,TX
analyst,3.8,129.0,TX
other,4.4,129.0,TX
analyst,3.6,129.0,TX
data scientist,3.8,129.0,TX
machine learning engineer,5.0,129.0,TX
data engineer,3.7,129.0,TX
other,3.6,129.0,TX
analyst,3.6,129.0,TX
data engineer,3.9,129.0,TX
analyst,2.8,129.0,TX
other,2.7,129.0,TX
data engineer,4.5,129.0,TX
other,4.1,129.0,TX
data engineer,3.5,129.0,TX
manager,3.6,129.0,TX
analyst,3.8,129.0,TX
analyst,3.2,129.0,TX
data scientist,3.7,177.5,TX
data engineer,1.0,177.5,TX
data engineer,3.3,177.5,TX
data engineer,5.0,177.5,TX
other,3.3,177.5,TX
analyst,4.5,177.5,TX
data scientist,2.8,177.5,TX
data engineer,4.0,177.5,TX
data engineer,3.9,177.5,TX
data engineer,3.8,177.5,TX
data scientist,3.9,177.5,TX
other,3.3,177.5,TX
analyst,4.6,177.5,TX
data scientist,3.0,177.5,TX
data engineer,3.7,177.5,TX
analyst,4.4,177.5,TX
data engineer,3.1,177.5,TX
manager,2.0,177.5,TX
analyst,3.6,177.5,TX
data engineer,4.1,177.5,TX
manager,4.5,177.5,TX
other,2.7,177.5,TX
other,3.7,177.5,TX
other,4.1,177.5,TX
other,4.0,177.5,TX
other,4.1,177.5,TX
other,3.7,177.5,TX
data engineer,3.2,177.5,TX
manager,3.2,177.5,TX
analyst,3.2,84.5,TX
data engineer,3.2,84.5,TX
other,3.7,84.5,TX
analyst,3.6,84.5,TX
other,4.1,84.5,TX
other,3.7,84.5,TX
other,4.1,84.5,TX
other,4.1,84.5,TX
other,4.1,84.5,TX
other,4.1,84.5,TX
data engineer,3.7,84.5,TX
data engineer,5.0,84.5,TX
manager,3.7,84.5,TX
analyst,2.0,84.5,TX
analyst,3.2,84.5,TX
analyst,3.2,84.5,TX
other,4.1,84.5,TX
data engineer,3.2,84.5,TX
analyst,4.9,84.5,TX
analyst,5.0,84.5,TX
data engineer,3.1,84.5,TX
analyst,3.8,84.5,TX
analyst,3.8,104.5,TX
data engineer,4.2,104.5,TX
machine learning engineer,2.4,104.5,TX
analyst,4.0,104.5,TX
other,4.1,104.5,TX
analyst,3.3,104.5,TX
data engineer,3.4,104.5,TX
analyst,3.1,104.5,TX
other,3.1,104.5,TX
data scientist,3.8,104.5,TX
data engineer,3.1,104.5,TX
other,3.5,104.5,TX
other,4.1,104.5,TX
other,4.1,104.5,TX
data engineer,3.6,104.5,TX
data engineer,3.7,104.5,TX
other,4.1,104.5,TX
manager,4.2,104.5,TX
data scientist,4.2,104.5,TX
data engineer,3.9,104.5,TX
data engineer,3.5,104.5,TX
data scientist,4.2,104.5,TX
data scientist,4.2,104.5,TX
data scientist,4.2,104.5,TX
data scientist,4.0,122.5,AZ
data scientist,4.2,122.5,AZ
other,3.5,122.5,AZ
analyst,4.4,122.5,AZ
analyst,3.1,122.5,AZ
data engineer,3.6,122.5,AZ
data scientist,3.6,122.5,AZ
data scientist,4.8,122.5,AZ
data scientist,4.4,122.5,AZ
data scientist,4.1,122.5,AZ
data scientist,3.1,122.5,AZ
data scientist,4.6,122.5,AZ
data scientist,4.9,122.5,AZ
analyst,3.7,122.5,AZ
data scientist,4.2,122.5,AZ
data scientist,3.3,122.5,AZ
data scientist,3.9,122.5,AZ
data scientist,3.9,122.5,AZ
data scientist,4.4,122.5,AZ
data scientist,4.0,122.5,AZ
data scientist,2.8,122.5,AZ
data scientist,3.7,122.5,AZ
data scientist,3.5,122.5,AZ
other,4.6,122.5,AZ
data scientist,4.3,122.5,AZ
machine learning engineer,3.8,122.5,AZ
data scientist,3.3,122.5,AZ
data engineer,4.8,122.5,AZ
data scientist,3.2,128.0,AZ
data scientist,3.6,128.0,AZ
analyst,4.6,128.0,AZ
data scientist,3.7,128.0,AZ
analyst,3.9,128.0,AZ
other,4.8,128.0,AZ
other,3.9,128.0,AZ
data scientist,3.8,128.0,AZ
analyst,4.1,128.0,AZ
analyst,4.6,128.0,AZ
analyst,4.9,128.0,AZ
analyst,3.5,128.0,AZ
analyst,3.5,128.0,AZ
data engineer,3.1,128.0,AZ
analyst,3.2,128.0,AZ
data scientist,3.6,128.0,AZ
data scientist,4.1,128.0,AZ
analyst,3.1,128.0,AZ
analyst,3.6,128.0,AZ
other,4.0,128.0,AZ
data scientist,3.1,128.0,AZ
data scientist,3.4,128.0,AZ
data scientist,4.0,128.0,AZ
data scientist,3.7,128.0,AZ
data scientist,3.2,128.0,AZ
other,3.6,128.0,AZ
data scientist,3.6,128.0,AZ
analyst,3.9,128.0,AZ
other,3.5,128.0,AZ
analyst,3.6,75.0,AZ
other,2.9,75.0,AZ
data engineer,4.0,75.0,AZ
analyst,3.1,75.0,AZ
manager,3.6,75.0,AZ
data scientist,3.7,75.0,AZ
data engineer,3.8,75.0,AZ
data scientist,3.9,75.0,AZ
data engineer,3.9,75.0,AZ
analyst,3.5,75.0,AZ
data scientist,3.9,75.0,AZ
analyst,2.9,75.0,AZ
data engineer,4.8,75.0,AZ
analyst,3.0,75.0,AZ
analyst,3.2,75.0,AZ
analyst,4.0,75.0,AZ
data scientist,3.7,75.0,AZ
machine learning engineer,3.9,75.0,AZ
other,3.7,75.0,AZ
other,4.6,75.0,AZ
data scientist,4.0,75.0,AZ
analyst,4.9,75.0,AZ
data engineer,4.9,75.0,AZ
other,3.9,75.0,AZ
other,3.9,75.0,AZ
data scientist,4.0,75.0,AZ
analyst,4.4,63.0,AZ
analyst,2.9,63.0,AZ
machine learning engineer,4.0,63.0,AZ
other,3.7,63.0,AZ
analyst,3.8,63.0,AZ
data engineer,4.0,63.0,AZ
data engineer,3.6,63.0,AZ
analyst,3.7,63.0,AZ
data engineer,2.9,63.0,AZ
other,3.6,63.0,AZ
data engineer,3.6,63.0,AZ
analyst,5.0,63.0,AZ
data engineer,4.7,63.0,AZ
data scientist,3.8,63.0,AZ
other,3.4,63.0,AZ
analyst,3.2,63.0,AZ
other,2.9,63.0,AZ
other,3.1,63.0,AZ
manager,3.7,63.0,AZ
analyst,4.0,63.0,AZ
data scientist,4.3,63.0,AZ
analyst,3.0,63.0,AZ
other,2.9,63.0,AZ
data scientist,3.4,63.0,AZ
analyst,3.8,63.0,AZ
analyst,2.5,63.0,AZ
manager,3.9,118.0,AZ
analyst,3.1,118.0,AZ
other,2.9,118.0,AZ
data engineer,3.2,118.0,AZ
data scientist,4.3,118.0,AZ
data scientist,2.9,118.0,AZ
analyst,2.5,118.0,AZ
manager,3.2,118.0,AZ
data engineer,4.6,118.0,AZ
data engineer,5.0,118.0,AZ
other,3.6,118.0,AZ
other,3.5,118.0,AZ
other,3.8,118.0,AZ
analyst,4.5,118.0,AZ
analyst,4.0,118.0,AZ
data engineer,3.6,118.0,AZ
data scientist,4.2,118.0,AZ
data engineer,4.3,118.0,AZ
other,3.9,118.0,AZ
analyst,4.3,118.0,AZ
data scientist,4.3,118.0,AZ
data engineer,3.9,118.0,AZ
data engineer,4.8,118.0,AZ
analyst,2.8,118.0,AZ
other,3.9,118.0,AZ
data scientist,3.5,118.0,AZ
data engineer,3.3,118.0,AZ
analyst,4.5,118.0,AZ
other,3.4,80.5,AZ
data scientist,4.2,80.5,AZ
other,4.0,80.5,AZ
other,3.8,80.5,AZ
other,3.2,80.5,AZ
other,5.0,80.5,AZ
data engineer,3.5,80.5,AZ
analyst,3.0,80.5,AZ
data engineer,3.4,80.5,AZ
data scientist,2.9,80.5,AZ
other,2.7,80.5,AZ
data engineer,3.6,80.5,AZ
data engineer,5.0,80.5,AZ
analyst,4.4,80.5,AZ
data scientist,3.9,80.5,AZ
data engineer,4.1,80.5,AZ
data engineer,3.6,80.5,AZ
analyst,4.5,80.5,AZ
data engineer,1.6,80.5,AZ
analyst,3.2,80.5,AZ
manager,3.7,80.5,AZ
data engineer,4.1,80.5,AZ
data engineer,4.1,80.5,AZ
data engineer,3.2,80.5,AZ
analyst,3.6,60.0,AZ
data engineer,3.6,60.0,AZ
other,3.0,60.0,AZ
manager,4.1,60.0,AZ
machine learning engineer,4.9,60.0,AZ
analyst,4.2,60.0,AZ
data engineer,4.3,60.0,AZ
data engineer,4.0,60.0,AZ
other,3.0,60.0,AZ
other,4.2,60.0,AZ
analyst,3.9,60.0,AZ
other,3.5,60.0,AZ
analyst,3.5,60.0,AZ
analyst,5.0,60.0,AZ
data engineer,3.9,60.0,AZ
analyst,3.4,60.0,AZ
analyst,3.1,60.0,AZ
data engineer,4.1,60.0,AZ
data engineer,3.9,60.0,AZ
other,4.6,60.0,AZ
data engineer,3.4,60.0,AZ
data engineer,3.4,60.0,AZ
manager,3.6,60.0,AZ
data engineer,4.8,60.0,AZ
data engineer,3.7,60.0,AZ
analyst,3.6,60.0,AZ
analyst,4.1,60.0,AZ
data engineer,4.0,60.0,AZ
data engineer,3.5,120.0,AZ
data engineer,3.5,120.0,AZ
other,3.1,120.0,AZ
analyst,3.4,120.0,AZ
data engineer,3.8,120.0,AZ
analyst,4.1,120.0,AZ
data engineer,5.0,120.0,AZ
data engineer,4.0,120.0,AZ
data engineer,5.0,120.0,AZ
data engineer,4.0,120.0,AZ
analyst,4.3,120.0,AZ
data engineer,3.2,120.0,AZ
analyst,4.0,120.0,AZ
data engineer,3.9,120.0,AZ
data engineer,4.0,120.0,AZ
analyst,4.1,120.0,AZ
data engineer,3.8,120.0,AZ
data engineer,4.2,120.0,AZ
other,4.0,120.0,AZ
data engineer,4.1,120.0,AZ
data engineer,4.0,120.0,AZ
data engineer,3.7,104.0,AZ
data engineer,2.9,104.0,AZ
analyst,3.6,104.0,AZ
data engineer,3.8,104.0,AZ
other,3.7,104.0,AZ
analyst,3.7,104.0,AZ
data engineer,3.6,104.0,AZ
data engineer,2.9,104.0,AZ
data scientist,4.2,104.0,AZ
other,2.5,104.0,AZ
data engineer,3.7,104.0,AZ
data scientist,3.4,104.0,AZ
data engineer,3.1,104.0,AZ
other,3.6,104.0,AZ
data scientist,3.7,104.0,AZ
analyst,3.6,104.0,AZ
data engineer,3.2,104.0,AZ
data engineer,3.8,92.5,AZ
data engineer,3.6,92.5,AZ
other,3.6,92.5,AZ
data engineer,3.1,92.5,AZ
data engineer,3.9,92.5,AZ
data engineer,3.4,92.5,AZ
data engineer,3.9,92.5,AZ
analyst,3.8,92.5,AZ
data engineer,3.2,92.5,AZ
data engineer,3.5,92.5,AZ
other,4.1,92.5,AZ
data engineer,4.4,92.5,AZ
data engineer,3.1,92.5,AZ
data engineer,4.0,92.5,AZ
data scientist,1.0,92.5,AZ
data engineer,3.9,92.5,AZ
data engineer,3.5,92.5,AZ
other,5.0,92.5,AZ
data engineer,4.1,92.5,AZ
data engineer,3.8,92.5,AZ
data scientist,4.2,92.5,AZ
data scientist,4.2,92.5,AZ
data scientist,4.2,92.5,AZ
data engineer,4.4,92.5,AZ
data engineer,3.6,92.5,AZ
data engineer,3.2,92.5,AZ
data scientist,4.2,92.5,AZ
data engineer,3.9,136.0,AZ
data engineer,3.9,136.0,AZ
data scientist,4.2,136.0,AZ
data engineer,3.8,136.0,AZ
data scientist,4.2,136.0,AZ
data engineer,3.1,136.0,AZ
data scientist,4.0,122.0,DE
data scientist,4.2,122.0,PA
analyst,4.6,122.0,PA
data engineer,5.0,122.0,DE
data scientist,3.7,122.0,PA
analyst,2.3,122.0,PA
data scientist,3.5,122.0,NJ
data scientist,3.8,122.0,PA
data scientist,3.6,122.0,PA
data scientist,4.3,122.0,PA
data scientist,3.7,122.0,PA
data scientist,4.2,122.0,PA
data scientist,4.5,122.0,NJ
data scientist,4.7,122.0,PA
data scientist,3.1,122.0,PA
data scientist,3.1,122.0,PA
data scientist,3.9,122.0,PA
machine learning engineer,4.4,122.0,PA
researcher,3.6,122.0,PA
data scientist,3.2,122.0,PA
data scientist,3.4,122.0,PA
analyst,3.7,122.0,PA
data scientist,2.9,122.0,PA
data scientist,3.7,122.0,PA
data scientist,3.4,122.0,PA
data engineer,3.1,122.0,PA
other,4.1,122.0,PA
data scientist,3.2,122.0,PA
analyst,4.7,122.0,PA
data engineer,4.7,122.0,PA
data scientist,3.1,68.5,PA
data engineer,3.9,68.5,PA
data scientist,5.0,68.5,PA
analyst,4.6,68.5,PA
data scientist,3.5,68.5,PA
data scientist,3.7,68.5,PA
other,3.3,68.5,PA
other,4.0,68.5,PA
data scientist,1.6,68.5,PA
analyst,3.8,68.5,PA
data scientist,2.6,68.5,PA
other,3.9,68.5,PA
analyst,3.9,68.5,PA
analyst,3.7,68.5,PA
data scientist,3.4,68.5,PA
other,4.0,68.5,PA
data engineer,2.8,68.5,PA
other,3.9,68.5,PA
data scientist,2.8,68.5,PA
data engineer,3.0,68.5,PA
data scientist,3.8,68.5,PA
data scientist,3.6,68.5,PA
data scientist,3.1,68.5,PA
analyst,4.3,68.5,PA
analyst,3.7,68.5,PA
other,4.6,68.5,PA
analyst,3.6,68.5,PA
data engineer,2.7,68.5,PA
other,3.8,68.5,PA
data scientist,3.3,94.0,PA
other,4.3,94.0,PA
data scientist,3.7,94.0,PA
other,4.7,94.0,PA
analyst,3.6,94.0,PA
data scientist,3.6,94.0,PA
other,3.6,94.0,PA
analyst,3.5,94.0,PA
data engineer,4.0,94.0,PA
data engineer,3.7,94.0,PA
analyst,4.1,94.0,PA
data scientist,3.7,94.0,PA
analyst,2.4,94.0,PA
other,3.5,94.0,PA
analyst,3.9,94.0,PA
data scientist,1.0,94.0,PA
data engineer,3.5,94.0,PA
analyst,3.8,94.0,PA
data scientist,2.7,94.0,PA
analyst,5.0,94.0,PA
analyst,3.5,94.0,PA
data scientist,3.9,94.0,PA
analyst,3.5,94.0,NJ
data scientist,3.7,94.0,PA
data scientist,4.3,94.0,PA
analyst,4.2,94.0,PA
analyst,4.3,94.0,PA
analyst,3.7,94.0,PA
analyst,4.0,94.0,NJ
data scientist,3.7,94.0,PA
data scientist,3.6,62.0,PA
analyst,3.3,62.0,PA
analyst,3.5,62.0,NJ
analyst,4.1,62.0,PA
other,3.5,62.0,PA
other,2.6,62.0,PA
data scientist,3.7,62.0,PA
analyst,3.6,62.0,PA
analyst,3.2,62.0,PA
data scientist,2.5,62.0,PA
other,3.7,62.0,PA
analyst,3.8,62.0,PA
analyst,4.3,62.0,PA
other,3.2,62.0,PA
data scientist,3.4,62.0,PA
data engineer,3.6,62.0,PA
data engineer,4.5,62.0,PA
other,3.9,62.0,PA
data scientist,3.2,62.0,PA
data scientist,4.7,62.0,PA
analyst,3.2,62.0,PA
analyst,5.0,62.0,PA
data scientist,3.1,62.0,PA
machine learning engineer,3.1,62.0,PA
data scientist,4.7,62.0,PA
other,3.8,62.0,PA
manager,3.8,62.0,PA
data engineer,3.4,62.0,PA
analyst,3.7,62.0,PA
manager,4.0,130.0,PA
data engineer,3.3,130.0,PA
analyst,5.0,130.0,PA
other,3.2,130.0,PA
other,3.8,130.0,PA
data engineer,3.8,130.0,PA
analyst,4.0,130.0,PA
analyst,2.8,130.0,PA
data engineer,4.6,130.0,PA
other,3.6,130.0,PA
other,4.5,130.0,PA
director,3.6,130.0,PA
analyst,4.4,130.0,PA
data engineer,3.9,130.0,PA
analyst,3.8,130.0,PA
data engineer,3.9,130.0,PA
data engineer,4.6,130.0,PA
other,4.0,130.0,PA
analyst,3.6,130.0,PA
data scientist,3.2,130.0,PA
other,3.0,130.0,PA
data scientist,3.1,130.0,PA
other,4.3,130.0,PA
other,3.2,130.0,PA
other,5.0,130.0,PA
other,3.2,130.0,PA
data engineer,3.9,130.0,PA
data engineer,2.9,130.0,PA
data scientist,3.2,130.0,PA
other,3.6,82.5,PA
other,3.2,82.5,PA
data engineer,5.0,82.5,PA
data engineer,4.7,82.5,PA
data scientist,3.1,82.5,PA
analyst,4.5,82.5,PA
analyst,4.3,82.5,PA
data engineer,3.0,82.5,PA
other,3.7,82.5,PA
other,4.5,82.5,PA
data engineer,4.2,82.5,PA
data scientist,3.4,82.5,PA
other,3.2,82.5,PA
data engineer,3.5,82.5,PA
other,3.4,82.5,PA
other,3.2,82.5,PA
other,3.2,82.5,PA
analyst,4.2,82.5,PA
other,3.4,82.5,PA
analyst,3.8,82.5,PA
data engineer,4.5,82.5,PA
other,3.8,82.5,PA
data engineer,3.4,82.5,PA
other,3.2,82.5,PA
data engineer,3.4,82.5,PA
data engineer,3.8,82.5,PA
analyst,3.7,57.5,PA
analyst,3.7,64.5,PA
data scientist,3.4,64.5,PA
data scientist,3.6,64.5,PA
data engineer,3.1,64.5,PA
other,3.2,64.5,PA
data engineer,2.5,64.5,PA
other,5.0,64.5,PA
data scientist,3.3,64.5,PA
data engineer,3.2,64.5,PA
other,2.6,64.5,PA
director,3.4,64.5,PA
other,3.4,64.5,PA
data scientist,3.4,64.5,PA
data engineer,3.7,64.5,PA
data scientist,4.3,64.5,PA
other,3.1,64.5,PA
other,3.2,64.5,PA
other,3.7,64.5,PA
other,4.7,64.5,PA
other,2.6,64.5,PA
analyst,3.7,64.5,PA
director,3.4,64.5,PA
director,3.6,64.5,PA
other,4.2,64.5,PA
other,3.2,64.5,PA
other,3.2,64.5,PA
other,2.6,64.5,PA
other,3.7,75.5,PA
analyst,2.7,75.5,PA
manager,4.0,75.5,PA
analyst,3.0,75.5,PA
other,3.9,75.5,PA
other,3.9,75.5,PA
data scientist,1.6,75.5,PA
other,4.4,75.5,PA
data engineer,4.0,75.5,PA
data scientist,3.2,75.5,PA
other,4.0,75.5,PA
analyst,4.3,75.5,PA
analyst,4.1,75.5,PA
other,5.0,75.5,PA
machine learning engineer,3.8,96.5,PA
analyst,3.7,96.5,PA
analyst,3.2,96.5,PA
other,4.0,96.5,PA
other,4.0,96.5,PA
data engineer,3.8,96.5,PA
analyst,3.7,96.5,PA
analyst,3.9,96.5,PA
other,3.2,96.5,PA
analyst,2.6,96.5,PA
other,4.0,96.5,PA
analyst,4.3,96.5,NJ
other,3.6,96.5,PA
other,4.0,96.5,PA
data scientist,3.7,96.5,PA
other,3.9,96.5,PA
analyst,4.3,96.5,PA
data engineer,3.6,96.5,PA
data scientist,3.3,96.5,DE
data scientist,3.4,96.5,PA
other,3.9,96.5,PA
analyst,2.7,96.5,PA
data engineer,3.2,96.5,PA
data scientist,4.0,96.5,PA
other,3.8,96.5,PA
data engineer,3.0,96.5,PA
data engineer,3.4,96.5,PA
other,3.2,96.5,PA
other,3.1,96.5,PA
data scientist,3.9,190.0,DE
data engineer,5.0,190.0,PA
other,3.6,190.0,PA
other,3.9,190.0,PA
manager,3.6,190.0,PA
data engineer,3.9,190.0,PA
other,3.7,190.0,PA
other,3.9,190.0,PA
other,3.2,190.0,PA
other,3.8,190.0,NJ
analyst,3.4,190.0,PA
analyst,3.9,190.0,PA
other,4.1,190.0,PA
other,3.2,190.0,PA
other,3.9,190.0,DE
other,3.2,190.0,PA
analyst,3.6,190.0,PA
other,3.9,190.0,PA
other,4.0,190.0,PA
other,4.0,190.0,PA
data scientist,3.5,190.0,PA
other,4.0,190.0,PA
other,4.0,190.0,PA
other,3.6,190.0,DE
data scientist,3.7,190.0,DE
other,3.4,112.0,NJ
other,3.7,112.0,PA
other,4.0,112.0,PA
other,3.6,112.0,PA
director,3.1,112.0,PA
other,4.0,112.0,PA
other,4.0,112.0,PA
other,3.9,112.0,PA
data scientist,3.6,112.0,PA
other,3.2,112.0,PA
researcher,4.6,112.0,PA
other,3.9,112.0,PA
other,3.8,78.5,PA
other,3.4,78.5,PA
other,4.4,78.5,PA
analyst,3.9,78.5,PA
other,3.9,78.5,PA
other,3.4,78.5,PA
other,3.7,78.5,PA
data scientist,3.6,78.5,PA
other,3.3,78.5,PA
data scientist,3.8,78.5,DE
analyst,4.4,78.5,PA
other,3.0,78.5,PA
other,3.9,78.5,PA
data engineer,3.9,78.5,DE
other,3.1,78.5,PA
other,3.4,78.5,PA
other,3.9,78.5,PA
other,3.4,78.5,NJ
analyst,3.2,78.0,NJ
other,3.9,78.0,PA
data engineer,3.7,78.0,PA
other,3.4,78.0,PA
other,4.5,78.0,PA
other,4.5,78.0,PA
other,3.9,78.0,PA
other,3.4,78.0,PA
other,4.0,78.0,PA
other,3.7,78.0,PA
data engineer,5.0,78.0,PA
other,3.6,78.0,PA
data scientist,1.6,78.0,PA
data engineer,4.7,78.0,PA
analyst,3.6,78.0,PA
data engineer,4.8,78.0,NJ
other,3.2,78.0,PA
other,2.6,78.0,PA
analyst,4.1,78.0,PA
data engineer,3.3,78.0,PA
other,3.7,78.0,PA
other,3.6,78.0,PA
other,3.9,78.0,PA
other,3.9,78.0,PA
data scientist,3.6,125.0,TX
data scientist,3.6,125.0,TX
other,4.1,125.0,TX
other,3.6,125.0,TX
other,2.9,125.0,TX
data scientist,3.8,125.0,TX
data scientist,4.5,125.0,TX
other,4.1,125.0,TX
data scientist,4.4,125.0,TX
data scientist,4.1,125.0,TX
other,4.1,125.0,TX
data scientist,4.1,125.0,TX
data scientist,3.2,125.0,TX
data scientist,3.7,125.0,TX
data scientist,3.6,125.0,TX
other,4.1,125.0,TX
data scientist,4.9,125.0,TX
data scientist,5.0,125.0,TX
data scientist,3.5,125.0,TX
data scientist,3.4,125.0,TX
other,4.1,125.0,TX
data scientist,4.0,125.0,TX
data scientist,3.4,125.0,TX
data engineer,3.1,125.0,TX
data scientist,3.6,125.0,TX
data scientist,3.5,125.0,TX
data scientist,4.2,125.0,TX
analyst,3.9,125.0,TX
analyst,3.6,125.0,TX
data scientist,3.9,125.0,TX
data scientist,3.6,73.0,TX
data scientist,3.8,73.0,TX
data scientist,4.1,73.0,TX
analyst,3.9,73.0,TX
data scientist,4.2,73.0,TX
data scientist,3.6,73.0,TX
data scientist,5.0,73.0,TX
analyst,5.0,73.0,TX
analyst,3.6,73.0,TX
data engineer,3.1,73.0,TX
analyst,3.4,73.0,TX
data engineer,4.5,73.0,TX
data engineer,3.5,73.0,TX
analyst,3.1,73.0,TX
data scientist,4.0,73.0,TX
analyst,3.6,73.0,TX
data engineer,4.0,73.0,TX
data engineer,3.4,73.0,TX
data engineer,3.9,73.0,TX
analyst,3.6,73.0,TX
analyst,4.0,73.0,TX
machine learning engineer,4.2,73.0,TX
machine learning engineer,3.9,73.0,TX
data engineer,4.9,73.0,TX
analyst,3.6,73.0,TX
machine learning engineer,3.5,73.0,TX
data scientist,4.3,73.0,TX
analyst,3.8,73.0,TX
analyst,3.6,107.0,TX
data engineer,4.5,107.0,TX
data engineer,3.8,107.0,TX
data scientist,3.8,107.0,TX
data engineer,3.0,107.0,TX
other,4.1,107.0,TX
other,4.3,107.0,TX
analyst,2.5,107.0,TX
analyst,4.1,107.0,TX
data engineer,4.0,107.0,TX
analyst,3.9,107.0,TX
data engineer,2.5,107.0,TX
other,4.1,107.0,TX
data engineer,2.9,107.0,TX
data engineer,3.4,107.0,TX
other,3.6,107.0,TX
data engineer,3.4,107.0,TX
analyst,3.7,107.0,TX
analyst,3.3,107.0,TX
data scientist,3.5,107.0,TX
analyst,3.1,107.0,TX
data engineer,3.2,107.0,TX
analyst,4.0,107.0,TX
analyst,4.5,107.0,TX
data scientist,3.0,107.0,TX
data engineer,4.2,118.5,TX
analyst,3.5,118.5,TX
data engineer,3.2,118.5,TX
analyst,4.1,118.5,TX
